"link","keyword" 
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401635&lng=en&nrm=iso&tlng=pt","políticas públicas de saúde"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401657&lng=en&nrm=iso&tlng=pt","nanociências"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401657&lng=en&nrm=iso&tlng=pt","biologia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401657&lng=en&nrm=iso&tlng=pt","saúde"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401657&lng=en&nrm=iso&tlng=pt","Citespace"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401657&lng=en&nrm=iso&tlng=pt","padrão de relacionamento"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401671&lng=en&nrm=iso&tlng=pt","evolução"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401671&lng=en&nrm=iso&tlng=pt","especiação"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401671&lng=en&nrm=iso&tlng=pt","seleção natural"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401671&lng=en&nrm=iso&tlng=pt","biodiversidade"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401671&lng=en&nrm=iso&tlng=pt","Charles Darwin (1809-1882)"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401695&lng=en&nrm=iso&tlng=pt","Nelson Rockefeller (1908-1979)"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401695&lng=en&nrm=iso&tlng=pt","American International Association for Economic and Social Development"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401695&lng=en&nrm=iso&tlng=pt","missão de cooperação técnica"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401695&lng=en&nrm=iso&tlng=pt","imperialismo"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401695&lng=en&nrm=iso&tlng=pt","Brasil-EUA"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401713&lng=en&nrm=iso&tlng=pt","surdez"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401713&lng=en&nrm=iso&tlng=pt","saúde"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401713&lng=en&nrm=iso&tlng=pt","história"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401713&lng=en&nrm=iso&tlng=pt","barreiras de comunicação"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401713&lng=en&nrm=iso&tlng=pt","língua de sinais"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401735&lng=en&nrm=iso&tlng=pt","bioterrorismo"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401735&lng=en&nrm=iso&tlng=pt","vírus"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401735&lng=en&nrm=iso&tlng=pt","bactérias"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401735&lng=en&nrm=iso&tlng=pt","diagnóstico laboratorial"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000401735&lng=en&nrm=iso&tlng=pt","vacina"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501137&lng=en&nrm=iso&tlng=en","investigacao em embrioes de origem humana"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501137&lng=en&nrm=iso&tlng=en","etica na investigacao"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501137&lng=en&nrm=iso&tlng=en","responsabilidade social"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501137&lng=en&nrm=iso&tlng=en","Portugal"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501137&lng=en&nrm=iso&tlng=pt","investigacao em embrioes de origem humana"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501137&lng=en&nrm=iso&tlng=pt","etica na investigacao"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501137&lng=en&nrm=iso&tlng=pt","responsabilidade social"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501137&lng=en&nrm=iso&tlng=pt","Portugal"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501153&lng=en&nrm=iso&tlng=en","Livraria e Casa Editorial Garnier"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501153&lng=en&nrm=iso&tlng=en","Revista Popular"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501153&lng=en&nrm=iso&tlng=en","divulgacao cientifica"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501153&lng=en&nrm=iso&tlng=en","Brasil"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501153&lng=en&nrm=iso&tlng=pt","Livraria e Casa Editorial Garnier"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501153&lng=en&nrm=iso&tlng=pt","Revista Popular"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501153&lng=en&nrm=iso&tlng=pt","divulgacao cientifica"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501153&lng=en&nrm=iso&tlng=pt","Brasil"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501163&lng=en&nrm=iso&tlng=en","percepcao publica da ciencia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501163&lng=en&nrm=iso&tlng=en","estudos sociais da ciencia e da tecnologia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501163&lng=en&nrm=iso&tlng=en","popularizacao da ciencia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501163&lng=en&nrm=iso&tlng=en","Brasil"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501163&lng=en&nrm=iso&tlng=pt","percepcao publica da ciencia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501163&lng=en&nrm=iso&tlng=pt","estudos sociais da ciencia e da tecnologia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501163&lng=en&nrm=iso&tlng=pt","popularizacao da ciencia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501163&lng=en&nrm=iso&tlng=pt","Brasil"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501185&lng=en&nrm=iso&tlng=pt","natureza"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501185&lng=en&nrm=iso&tlng=pt","clonagem"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501185&lng=en&nrm=iso&tlng=pt","pesquisa com celulas-tronco"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501185&lng=en&nrm=iso&tlng=pt","discursos"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501185&lng=en&nrm=iso&tlng=pt","imprensa brasileira"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501203&lng=en&nrm=iso&tlng=pt","celulas-tronco"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501203&lng=en&nrm=iso&tlng=pt","embriao"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501203&lng=en&nrm=iso&tlng=pt","controversia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501203&lng=en&nrm=iso&tlng=pt","midia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501203&lng=en&nrm=iso&tlng=pt","Brasil"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501271&lng=en&nrm=iso&tlng=pt","peste bubonica"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501271&lng=en&nrm=iso&tlng=pt","controversia cientifica"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501271&lng=en&nrm=iso&tlng=pt","politicas sanitarias"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501271&lng=en&nrm=iso&tlng=pt","epidemia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501271&lng=en&nrm=iso&tlng=pt","Brasil"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501287&lng=en&nrm=iso&tlng=pt","eugenia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501287&lng=en&nrm=iso&tlng=pt","ciencia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501287&lng=en&nrm=iso&tlng=pt","raca"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501287&lng=en&nrm=iso&tlng=pt","biotipologia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501287&lng=en&nrm=iso&tlng=pt","saude"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501315&lng=en&nrm=iso&tlng=pt","ciencia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501315&lng=en&nrm=iso&tlng=pt","divulgacao cientifica"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501315&lng=en&nrm=iso&tlng=pt","politica"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501315&lng=en&nrm=iso&tlng=pt","instituicoes"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501315&lng=en&nrm=iso&tlng=pt","Brasil"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501333&lng=en&nrm=iso&tlng=pt","Floriano de Lemos (1885-1968)"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501333&lng=en&nrm=iso&tlng=pt","Correio da Manha"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501333&lng=en&nrm=iso&tlng=pt","intelectuais"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501333&lng=en&nrm=iso&tlng=pt","Brasil"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501353&lng=en&nrm=iso&tlng=pt","comunicacao cientifica"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501353&lng=en&nrm=iso&tlng=pt","difusao cientifica"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501353&lng=en&nrm=iso&tlng=pt","ciencia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501353&lng=en&nrm=iso&tlng=pt","sociedade"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501353&lng=en&nrm=iso&tlng=pt","Brasil"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501363&lng=en&nrm=iso&tlng=pt","teoria da fotografia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501363&lng=en&nrm=iso&tlng=pt","fotografia contemporanea"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501363&lng=en&nrm=iso&tlng=pt","imagem"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501363&lng=en&nrm=iso&tlng=pt","corpo"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501363&lng=en&nrm=iso&tlng=pt","historia visual"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501377&lng=en&nrm=iso&tlng=pt","historia da geografia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501377&lng=en&nrm=iso&tlng=pt","institucionalizacao"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501377&lng=en&nrm=iso&tlng=pt","Paul Vidal de la Blache (1845-1918)"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501377&lng=en&nrm=iso&tlng=pt","Europa e Mediterraneo"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501393&lng=en&nrm=iso&tlng=pt","saude publica"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501393&lng=en&nrm=iso&tlng=pt","saneamento"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501393&lng=en&nrm=iso&tlng=pt","higiene"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501393&lng=en&nrm=iso&tlng=pt","ditadura militar"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501393&lng=en&nrm=iso&tlng=pt","Brasil"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501403&lng=en&nrm=iso&tlng=pt","historia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501403&lng=en&nrm=iso&tlng=pt","historia da saude publica"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702013000501403&lng=en&nrm=iso&tlng=pt","Centro Brasileiro de Estudos da Saude (Cebes)"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100002&lng=en&nrm=iso&tlng=en","obesidade"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100002&lng=en&nrm=iso&tlng=en","biopolítica"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100002&lng=en&nrm=iso&tlng=en","cuidado de si"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100002&lng=en&nrm=iso&tlng=en","medicalização"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100002&lng=en&nrm=iso&tlng=pt","obesidade"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100002&lng=en&nrm=iso&tlng=pt","biopolítica"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100002&lng=en&nrm=iso&tlng=pt","cuidado de si"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100002&lng=en&nrm=iso&tlng=pt","medicalização"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100003&lng=en&nrm=iso&tlng=en","Estados Unidos"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100003&lng=en&nrm=iso&tlng=en","viagens e viajantes"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100003&lng=en&nrm=iso&tlng=en","longitude"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100003&lng=en&nrm=iso&tlng=en","mapeamento náutico"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100003&lng=en&nrm=iso&tlng=pt","Estados Unidos"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100003&lng=en&nrm=iso&tlng=pt","viagens e viajantes"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100003&lng=en&nrm=iso&tlng=pt","longitude"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100003&lng=en&nrm=iso&tlng=pt","mapeamento náutico"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100004&lng=en&nrm=iso&tlng=pt","células-tronco"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100004&lng=en&nrm=iso&tlng=pt","campo científico"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100004&lng=en&nrm=iso&tlng=pt","antropologia da ciência"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100008&lng=en&nrm=iso&tlng=pt","constituição da psiquiatria"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100008&lng=en&nrm=iso&tlng=pt","saúde mental"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100008&lng=en&nrm=iso&tlng=pt","Michel Foucault (1926-1984)"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100008&lng=en&nrm=iso&tlng=pt","história da loucura"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100008&lng=en&nrm=iso&tlng=pt","Brasil"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100009&lng=en&nrm=iso&tlng=pt","história da alimentação e nutrição"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100009&lng=en&nrm=iso&tlng=pt","campo de saber"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100009&lng=en&nrm=iso&tlng=pt","educação alimentar e nutricional"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100009&lng=en&nrm=iso&tlng=pt","década de 1930"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100009&lng=en&nrm=iso&tlng=pt","Brasil"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100010&lng=en&nrm=iso&tlng=pt","história da odontologia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100010&lng=en&nrm=iso&tlng=pt","ensino da odontologia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100010&lng=en&nrm=iso&tlng=pt","autonomia profissional"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100010&lng=en&nrm=iso&tlng=pt","currículo"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100010&lng=en&nrm=iso&tlng=pt","Brasil"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100011&lng=en&nrm=iso&tlng=pt","bouba"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100011&lng=en&nrm=iso&tlng=pt","erradicação"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100011&lng=en&nrm=iso&tlng=pt","endemias rurais"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100011&lng=en&nrm=iso&tlng=pt","desnutrição"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100011&lng=en&nrm=iso&tlng=pt","Brasil"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100012&lng=en&nrm=iso&tlng=pt","família"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100012&lng=en&nrm=iso&tlng=pt","higiene mental"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100012&lng=en&nrm=iso&tlng=pt","Programa Saúde da Família"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100012&lng=en&nrm=iso&tlng=pt","saúde pública"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100012&lng=en&nrm=iso&tlng=pt","saúde mental"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100013&lng=en&nrm=iso&tlng=pt","transformação das identidades"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100013&lng=en&nrm=iso&tlng=pt","reprodução"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100013&lng=en&nrm=iso&tlng=pt","antropologia social"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100014&lng=en&nrm=iso&tlng=en","arquivo pessoal"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100014&lng=en&nrm=iso&tlng=en","memória"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100014&lng=en&nrm=iso&tlng=en","instituição de memória"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100014&lng=en&nrm=iso&tlng=en","Darcy Ribeiro (1922-1997)"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100014&lng=en&nrm=iso&tlng=pt","arquivo pessoal"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100014&lng=en&nrm=iso&tlng=pt","memória"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100014&lng=en&nrm=iso&tlng=pt","instituição de memória"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100014&lng=en&nrm=iso&tlng=pt","Darcy Ribeiro (1922-1997)"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100015&lng=en&nrm=iso&tlng=en","fotografia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100015&lng=en&nrm=iso&tlng=en","arquivo fotográfico"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100015&lng=en&nrm=iso&tlng=en","diplomática"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100015&lng=en&nrm=iso&tlng=en","arquivologia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100015&lng=en&nrm=iso&tlng=en","documentos visuais"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100015&lng=en&nrm=iso&tlng=pt","fotografia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100015&lng=en&nrm=iso&tlng=pt","arquivo fotográfico"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100015&lng=en&nrm=iso&tlng=pt","diplomática"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100015&lng=en&nrm=iso&tlng=pt","arquivologia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100015&lng=en&nrm=iso&tlng=pt","documentos visuais"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100016&lng=en&nrm=iso&tlng=en","arquivística"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100016&lng=en&nrm=iso&tlng=en","arquivos de instituições científicas"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100016&lng=en&nrm=iso&tlng=en","gestão de documentos"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100016&lng=en&nrm=iso&tlng=en","laboratórios científicos"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100016&lng=en&nrm=iso&tlng=en","Instituto Oswaldo Cruz"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100016&lng=en&nrm=iso&tlng=pt","arquivística"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100016&lng=en&nrm=iso&tlng=pt","arquivos de instituições científicas"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100016&lng=en&nrm=iso&tlng=pt","gestão de documentos"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100016&lng=en&nrm=iso&tlng=pt","laboratórios científicos"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000100016&lng=en&nrm=iso&tlng=pt","Instituto Oswaldo Cruz"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200002&lng=en&nrm=iso&tlng=en","aquecimento global"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200002&lng=en&nrm=iso&tlng=en","mídia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200002&lng=en&nrm=iso&tlng=en","controvérsias"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200002&lng=en&nrm=iso&tlng=en","geociências"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200002&lng=en&nrm=iso&tlng=en","Brasil"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200002&lng=en&nrm=iso&tlng=pt","aquecimento global"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200002&lng=en&nrm=iso&tlng=pt","mídia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200002&lng=en&nrm=iso&tlng=pt","controvérsias"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200002&lng=en&nrm=iso&tlng=pt","geociências"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200002&lng=en&nrm=iso&tlng=pt","Brasil"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200003&lng=en&nrm=iso&tlng=en","missões científicas"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200003&lng=en&nrm=iso&tlng=en","colonialismo"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200003&lng=en&nrm=iso&tlng=en","império português"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200003&lng=en&nrm=iso&tlng=en","Junta de Investigações do Ultramar"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200003&lng=en&nrm=iso&tlng=en","Portugal"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200003&lng=en&nrm=iso&tlng=pt","missões científicas"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200003&lng=en&nrm=iso&tlng=pt","colonialismo"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200003&lng=en&nrm=iso&tlng=pt","império português"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200003&lng=en&nrm=iso&tlng=pt","Junta de Investigações do Ultramar"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200003&lng=en&nrm=iso&tlng=pt","Portugal"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200004&lng=en&nrm=iso&tlng=en","câncer"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200004&lng=en&nrm=iso&tlng=en","oncologia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200004&lng=en&nrm=iso&tlng=en","ciência"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200004&lng=en&nrm=iso&tlng=en","Portugal"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200004&lng=en&nrm=iso&tlng=pt","câncer"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200004&lng=en&nrm=iso&tlng=pt","oncologia"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200004&lng=en&nrm=iso&tlng=pt","ciência"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200004&lng=en&nrm=iso&tlng=pt","Portugal"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200005&lng=en&nrm=iso&tlng=pt","Egas Moniz (1874-1955)"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200005&lng=en&nrm=iso&tlng=pt","prêmio Nobel de Medicina"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200005&lng=en&nrm=iso&tlng=pt","encefalografia arterial"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000200005&lng=en&nrm=iso&tlng=pt","angiografia cerebral"
