"title","author"
"Biotecnologia em saúde humana no Brasil: produção científica e pesquisa e desenvolvimento","Golgher, Denise"
"Biotecnologia em saúde humana no Brasil: produção científica e pesquisa e desenvolvimento","Callil, Victor"
"O cortiço, romance econômico","Sereza, Haroldo Ceravolo"
"A gestão macroeconômica do governo Dilma (2011 e 2012)","Cagnin, Rafael Fagundes"
"A gestão macroeconômica do governo Dilma (2011 e 2012)","Prates, Daniela Magalhães"
"A gestão macroeconômica do governo Dilma (2011 e 2012)","Freitas, Maria Cristina P. de"
"A gestão macroeconômica do governo Dilma (2011 e 2012)","Novais, Luís Fernando"
"A gestão macroeconômica do governo Dilma (2011 e 2012)","Cagnin, Rafael Fagundes"
"A gestão macroeconômica do governo Dilma (2011 e 2012)","Prates, Daniela Magalhães"
"A gestão macroeconômica do governo Dilma (2011 e 2012)","Freitas, Maria Cristina P. de"
"A gestão macroeconômica do governo Dilma (2011 e 2012)","Novais, Luís Fernando"
"As crises do capitalismo democrático","Streeck, Wolfgang"
"As crises do capitalismo democrático","Morales, Alexandre"
"Mal-estar no pós-neoliberalismo","Peck, Jamie"
"Mal-estar no pós-neoliberalismo","Theodore, Nik"
"Mal-estar no pós-neoliberalismo","Brenner, Neil"
"Mal-estar no pós-neoliberalismo","Souza, Alexandre Barbosa de"
"Mal-estar no pós-neoliberalismo","Borba, Maria Cristina Vidal"
"O modelo espanhol","López, Isidro"
"O modelo espanhol","Rodríguez, Emmanuel"
"O modelo espanhol","Rugitsky, Fernando"
"O modelo espanhol","López, Isidro"
"O modelo espanhol","Rodríguez, Emmanuel"
"O modelo espanhol","Rugitsky, Fernando"
"Afinal, a desconcentração produtiva é ou não relevante? A cidade de São Paulo no olho do furacão","Torres, Haroldo da Gama"
"O braço direito dos Estados Unidos? o dilema da República Popular da China na crise global","Ho-Fung, Hung"
"O braço direito dos Estados Unidos? o dilema da República Popular da China na crise global","Ho-Fung, Hung"
"Abrindo espaço para a China na economia mundial","Rodrik, Dani"
"Crescimento econômico e desenvolvimento urbano: por que nossas cidades continuam tão precárias?","Rolnik, Raquel"
"Crescimento econômico e desenvolvimento urbano: por que nossas cidades continuam tão precárias?","Klink, Jeroen"
"Trabalhar para estudar: sobre a pertinência da noção de transição escola-trabalho no Brasil","Comin, Alvaro A."
"Trabalhar para estudar: sobre a pertinência da noção de transição escola-trabalho no Brasil","Barbosa, Rogério Jerônimo"
"Notas para entender a realidade mexicana","Ponte, Víctor Manuel Durand"
"Notas para entender a realidade mexicana","Pudenzi, Luciana"
"Possibilismo: vida e obra de Albert O. Hirschman","Lepenies, Philipp H."
"O retorno de Keynes","Carvalho, Fernando Cardim de"
"O retorno de Keynes","Carvalho, Fernando Cardim de"
"Sobre a qualidade do crescimento: atores, instituições e desenvolvimento local","Comin, Alvaro A."
"Sobre a qualidade do crescimento: atores, instituições e desenvolvimento local","Freire, Carlos Torres"
"Ilegalismos urbanos e a cidade","Telles, Vera da Silva"
"A sociologia dos mercados de trabalho, ontem e hoje","Guimarães, Nadya Araujo"
"Poder, redes e ideologia no campo do desenvolvimento","Ribeiro, Gustavo Lins"
"A técnica como capital e o capital humano genético","López-Ruiz, Osvaldo"
"O grau zero da arquitetura na era financeira","Arantes, Pedro Fiori"
"Um novo futuro","Barros, Luiz Carlos Mendonça de"
"Um novo futuro","Barros, Luiz Carlos Mendonça de"
"As contradições do ciclo de commodities","Almeida, Júlio Sérgio Gomes de"
"As contradições do ciclo de commodities","Almeida, Júlio Sérgio Gomes de"
"As contradições do ciclo de commodities","Almeida, Júlio Sérgio Gomes de"
"Muito além da especialização regressiva e da doença holandesa: oportunidades para o desenvolvimento brasileiro","Furtado, João"
"Muito além da especialização regressiva e da doença holandesa: oportunidades para o desenvolvimento brasileiro","Furtado, João"
"Uma introdução ao capitalismo dirigido pelas finanças","Guttmann, Robert"
"Uma introdução ao capitalismo dirigido pelas finanças","Guttmann, Robert"
"A crise financeira e o global shadow banking system","Cintra, Marcos Antonio Macedo"
"A crise financeira e o global shadow banking system","Farhi, Maryse"
"A crise em perspectiva: 1929 e 2008","Mazzucchelli, Frederico"
"Investimento público no Brasil: propostas para desatar o nó","Biasoto Jr, Geraldo"
"Investimento público no Brasil: propostas para desatar o nó","Afonso, José Roberto R."
"Nacionalismo e desenvolvimento","Batista Jr., Paulo Nogueira"
"Mecanismos sutis: tecnologia e crescimento econômico","Arbix, Glauco"
"Euforia e pessimismo: os ciclos de ativos, crédito e investimento da economia americana após 1982","Cintra, Marcos Antonio"
"Euforia e pessimismo: os ciclos de ativos, crédito e investimento da economia americana após 1982","Cagnin, Rafael"
"A última instância: as instituições são a causa primordial do desenvolvimento econômico?","Przeworski, Adam"
"Suave fracasso: a política macroeconômica brasileira entre 1999 e 2005","Cintra, Marcos Antonio Macedo"
"Suave fracasso: a política macroeconômica brasileira entre 1999 e 2005","Cintra, Marcos Antonio Macedo"
"Os custos eleitorais do Bolsa Família: reavaliando seu impacto sobre a eleição presidencial de 2006","Corrêa, Diego Sanches"
"A dimensão geográfica das eleições brasileiras","Marzagão, Thiago"
"Medidas de nível socioeconômico em pesquisas sociais: uma aplicação aos dados de uma pesquisa educacional","Alves, Maria Teresa Gonzaga"
"Medidas de nível socioeconômico em pesquisas sociais: uma aplicação aos dados de uma pesquisa educacional","Soares, José Francisco"
"Dois Lulas: a geografia eleitoral da reeleição (explorando conceitos, métodos e técnicas de análise geoespacial)","Soares, Gláucio Ary Dillon"
"Dois Lulas: a geografia eleitoral da reeleição (explorando conceitos, métodos e técnicas de análise geoespacial)","Terron, Sonia Luiza"
"Por quê confiamos nas instituições? O caso boliviano","Schwarz-Blum, Vivian"
"Poder direcionador?: um estudo comparativo de opinião pública e distribuição de renda","Weakliem, David"
"Poder direcionador?: um estudo comparativo de opinião pública e distribuição de renda","Andersen, Robert"
"Poder direcionador?: um estudo comparativo de opinião pública e distribuição de renda","Heath, Anthony"
"A economia cubana no início do século XXI: avaliação do desempenho e debate sobre o futuro","Mesa-Lago, Carmelo"
"Os riscos na reestruturação econômica da América Latina: lições da teoria prospectiva","Weyland, Kurt"
"Apoio popular à integração econômica regional na América Latina","Seligson, Mitchell A."
"Igreja Católica e mercados: a ambivalência entre a solidariedade e a competição","Souza, André Ricardo de"
"O impacto da crise econômica espanhola na mão de obra imigrante","Pinto, Nilton Cezar Pereira"
"Uma análise da pobreza multidimensional do Nordeste metropolitano com uso de modelo de equações estruturais","Corrêa, Lucilena Ferraz Castanheira"
"Uma análise da pobreza multidimensional do Nordeste metropolitano com uso de modelo de equações estruturais","Lima, João Policarpo Rodrigues"
"Uma análise da pobreza multidimensional do Nordeste metropolitano com uso de modelo de equações estruturais","Campos, Luís Henrique Romani de"
"Uma análise da pobreza multidimensional do Nordeste metropolitano com uso de modelo de equações estruturais","Corrêa, Lucilena Ferraz Castanheira"
"Uma análise da pobreza multidimensional do Nordeste metropolitano com uso de modelo de equações estruturais","Lima, João Policarpo Rodrigues"
"Uma análise da pobreza multidimensional do Nordeste metropolitano com uso de modelo de equações estruturais","Campos, Luís Henrique Romani de"
"O pós-abolição e suas dinâmicas de sociabilidade: lógicas familiares e relações interpessoais no oeste paulista cafeeiro","Palma, Rogério da"
"O pós-abolição e suas dinâmicas de sociabilidade: lógicas familiares e relações interpessoais no oeste paulista cafeeiro","Truzzi, Oswaldo Mário Serra"
"Padrões de nupcialidade na economia cafeeira de São Paulo (1860-1930)","Truzzi, Oswaldo Mário Serra"
"Estrutura social e transmissão intergeracional de status: uma análise hierárquica","Xavier, Flavia Pereira"
"Estrutura social e transmissão intergeracional de status: uma análise hierárquica","Neves, Jorge Alexandre Barbosa"
"Estrutura social e transmissão intergeracional de status: uma análise hierárquica","Xavier, Flavia Pereira"
"Estrutura social e transmissão intergeracional de status: uma análise hierárquica","Neves, Jorge Alexandre Barbosa"
"Diferenças intertemporais na média e distribuição do desempenho escolar no Brasil: o papel do nível socioeconômico, 1997 a 2005","Rodrigues, Clarissa Guimarães"
"Diferenças intertemporais na média e distribuição do desempenho escolar no Brasil: o papel do nível socioeconômico, 1997 a 2005","Rios-Neto, Eduardo Luiz Gonçalves"
"Diferenças intertemporais na média e distribuição do desempenho escolar no Brasil: o papel do nível socioeconômico, 1997 a 2005","Pinto, Cristine Campos de Xavier"
"Von Thünen e o abastecimento madeireiro de centros urbanos pré-industriais","Cabral, Diogo de Carvalho"
"Idade materna e mortalidade infantil: efeitos nulos, biológicos ou socioeconômicos?","Lima, Luciana Conceição de"
"Saúde e crescimento econômico entre 1991 e 2000: uma análise empírica para os Estados Brasileiros","Noronha, Kenya"
"Saúde e crescimento econômico entre 1991 e 2000: uma análise empírica para os Estados Brasileiros","Figueiredo, Lízia de"
"Saúde e crescimento econômico entre 1991 e 2000: uma análise empírica para os Estados Brasileiros","Andrade, Mônica Viegas"
"População, grupos étnico-raciais e economia cafeeira: São Carlos, 1907","Truzzi, Oswaldo Mário Serra"
"População, grupos étnico-raciais e economia cafeeira: São Carlos, 1907","Bassanezi, Maria Silvia Beozzo"
"Insegurança alimentar, condições socioeconômicas e indicadores antropométricos em crianças da Região Metropolitana do Rio de Janeiro/Brasi","Pimentel, Patricia Gomes"
"Insegurança alimentar, condições socioeconômicas e indicadores antropométricos em crianças da Região Metropolitana do Rio de Janeiro/Brasi","Sichieri, Rosely"
"Insegurança alimentar, condições socioeconômicas e indicadores antropométricos em crianças da Região Metropolitana do Rio de Janeiro/Brasi","Salles-Costa, Rosana"
"Força de trabalho e desemprego na Região Metropolitana do Rio de Janeiro nos anos 1990: o efeito dos fatores demográficos","Martignoni, Enrico Moreira"
"Força de trabalho e desemprego na Região Metropolitana do Rio de Janeiro nos anos 1990: o efeito dos fatores demográficos","Carvano, Luiz Marcelo"
"Força de trabalho e desemprego na Região Metropolitana do Rio de Janeiro nos anos 1990: o efeito dos fatores demográficos","Jannuzzi, Paulo de Martino"
"O IBGE e as pesquisas populacionais","Oliveira, Luiz Antonio Pinto de"
"O IBGE e as pesquisas populacionais","Simões, Celso Cardoso da Silva"
"Das causas às conseqüências econômicas da transição demográfica no Brasil","Paiva, Paulo de Tarso Almeida"
"Das causas às conseqüências econômicas da transição demográfica no Brasil","Wajnman, Simone"
"Mobilidade populacional, sustentabilidade ambiental e vulnerabilidade social","Hogan, Daniel Joseph"
"Igualdade de gênero e políticas macroeconômicas","Sorj, Bila"
"""É a macroeconomia, idiota!""","Lavinas, Lena"
"Igualdade para todas: estratégias para políticas públicas e ações do movimento","Nobre, Miriam"
"Transversalidade de gênero e políticas sociais no orçamento do estado de Mato Grosso","Pereira, Rosângela Saldanha"
"Transversalidade de gênero e políticas sociais no orçamento do estado de Mato Grosso","Silva, Kamila Paceliuka"
"Transversalidade de gênero e políticas sociais no orçamento do estado de Mato Grosso","Ciriaco, Cássia Daiane"
"Transversalidade de gênero e políticas sociais no orçamento do estado de Mato Grosso","Rambla, Xavier"
"Participação no mercado de trabalho e no trabalho doméstico: homens e mulheres têm condições iguais?","Madalozzo, Regina"
"Participação no mercado de trabalho e no trabalho doméstico: homens e mulheres têm condições iguais?","Martins, Sergio Ricardo"
"Participação no mercado de trabalho e no trabalho doméstico: homens e mulheres têm condições iguais?","Shiratori, Ludmila"
"Sexo e cor: categorias de controle social e reprodução das desigualdades socioeconômicas no brasil","Rosa, Waldemir"
"A epistemologia de Hugh Lacey em diálogo com a Economia Feminista: neutralidade, objetividade e pluralismo","Fernandez, Brena Paula Magno"
"Território, soberania e crimes de segundo Estado: a escritura nos corpos das mulheres de Ciudad Juarez","Segato, Rita Laura"
"Os primórdios da organização do espaço territorial e da vila cearense: algumas notas","Jucá Neto, Clovis Ramiro"
"Uma capitania dos novos tempos: economia, sociedade e política na São Paulo restaurada (1765-1822)","Ferlini, Vera Lucia Amaral"
"A invenção como ofício: as máquinas de preparo e benefício do café no século XIX","Ribeiro, Luiz Cláudio M."
"Inovações técnicas e atitudes intelectuaís na literatura açucareiro francesa e luso-brasileira da primeira metade do século XVIII","Marquese, Rafael de Bivar"
"Pesca do apaiari, Astronotus ocellatus (Agassiz, 1831), e perfil socioeconômico dos pescadores artesanais de uma região da Amazônia brasileira","Daaddy, Márcia Dayane Vilhena"
"Pesca do apaiari, Astronotus ocellatus (Agassiz, 1831), e perfil socioeconômico dos pescadores artesanais de uma região da Amazônia brasileira","Santos, Cesar"
"Pesca do apaiari, Astronotus ocellatus (Agassiz, 1831), e perfil socioeconômico dos pescadores artesanais de uma região da Amazônia brasileira","Brandão, Rúbia Maielli Lima"
"Pesca do apaiari, Astronotus ocellatus (Agassiz, 1831), e perfil socioeconômico dos pescadores artesanais de uma região da Amazônia brasileira","Amanajás, Renan Diego"
"Pesca do apaiari, Astronotus ocellatus (Agassiz, 1831), e perfil socioeconômico dos pescadores artesanais de uma região da Amazônia brasileira","Ribeiro, Ana Beatriz Nunes"
"Macrodinâmicas da comunicação midiática na Amazônia","Castro, Fábio Fonseca de"
"Mercado e produção de terras na Amazônia: avaliação referida a trajetórias tecnológicas","Costa, Francisco de Assis"
"A casa e a roça: socioeconomia, demografia e agricultura em populações quilombolas do Vale do Ribeira, São Paulo, Brasil","Pedroso Júnior, Nelson Novaes"
"A casa e a roça: socioeconomia, demografia e agricultura em populações quilombolas do Vale do Ribeira, São Paulo, Brasil","Murrieta, Rui Sérgio Sereni"
"A casa e a roça: socioeconomia, demografia e agricultura em populações quilombolas do Vale do Ribeira, São Paulo, Brasil","Taqueda, Carolina Santos"
"A casa e a roça: socioeconomia, demografia e agricultura em populações quilombolas do Vale do Ribeira, São Paulo, Brasil","Navazinas, Natasha Dias"
"A casa e a roça: socioeconomia, demografia e agricultura em populações quilombolas do Vale do Ribeira, São Paulo, Brasil","Ruivo, Aglair Pedrosa"
"A casa e a roça: socioeconomia, demografia e agricultura em populações quilombolas do Vale do Ribeira, São Paulo, Brasil","Bernardo, Danilo Vicensotto"
"A casa e a roça: socioeconomia, demografia e agricultura em populações quilombolas do Vale do Ribeira, São Paulo, Brasil","Neves, Walter Alves"
"Teoria econômica e problemas com remuneração de professores por resultados","Alexandre, Maraysa Ribeiro"
"Teoria econômica e problemas com remuneração de professores por resultados","Lima, Ricardo Sequeira Pedroso de"
"Teoria econômica e problemas com remuneração de professores por resultados","Waltenberg, Fábio Domingues"
"Teoria econômica e problemas com remuneração de professores por resultados","Alexandre, Maraysa Ribeiro"
"Teoria econômica e problemas com remuneração de professores por resultados","Lima, Ricardo Sequeira Pedroso de"
"Teoria econômica e problemas com remuneração de professores por resultados","Waltenberg, Fábio Domingues"
"A valorização total do espaço: capitalismo e geografia em Civilisation Matérielle, Économie et capitalisme - XV-XVIII","Ribeiro, Guilherme"
"A valorização total do espaço: capitalismo e geografia em Civilisation Matérielle, Économie et capitalisme - XV-XVIII","Ribeiro, Guilherme"
"Joaquim Murtinho, banqueiro: notas sobre a experiência do Banco Rio e Mato Grosso (1891-1902)","Queiroz, Paulo Roberto Cimó"
"Vagas da modernidade: a Companhia Nacional de Álcalis em Arraial do Cabo (1943-964)","Pereira, Walter Luiz C. de Mattos"
"Entidades performáticas e desestabilização: o desenvolvimento local para além do mainstream","Meyer, Gustavo"
"Entidades performáticas e desestabilização: o desenvolvimento local para além do mainstream","Marques, Flávia Charão"
"Entidades performáticas e desestabilização: o desenvolvimento local para além do mainstream","Barbosa, Gabriel Túlio de Oliveira"
"Risco positivo na atividade de crédito que otimiza o desempenho econômico-financeiro de cooperativas de crédito","Silva, Tarcísio Pedro da"
"Risco positivo na atividade de crédito que otimiza o desempenho econômico-financeiro de cooperativas de crédito","Hein, Nelson"
"Mensurando a sustentabilidade ambiental: uma proposta de índice para o Mato Grosso do Sul","Pereira, Marlos da Silva"
"Mensurando a sustentabilidade ambiental: uma proposta de índice para o Mato Grosso do Sul","Sauer, Leandro"
"Mensurando a sustentabilidade ambiental: uma proposta de índice para o Mato Grosso do Sul","Fagundes, Mayra Batista Bitencourt"
"Utilização da técnica da análise de clusters ao emprego da indústria criativa entre 2000 e 2010: estudo da Região do Consinos, RS","Bem, Judite Sanson de"
"Utilização da técnica da análise de clusters ao emprego da indústria criativa entre 2000 e 2010: estudo da Região do Consinos, RS","Giacomini, Nelci Maria Richter"
"Utilização da técnica da análise de clusters ao emprego da indústria criativa entre 2000 e 2010: estudo da Região do Consinos, RS","Waismann, Moisés"
"História econômica de Forquilhinha (1895-2011): de núcleo colonial a município","Zanelatto, João Henrique"
"História econômica de Forquilhinha (1895-2011): de núcleo colonial a município","Osório, Paulo Sérgio"
"Turismo alternativo solidário e o Centro Público de Economia Solidária de Itajaí, SC","Boni, Idalina Maria"
"Turismo alternativo solidário e o Centro Público de Economia Solidária de Itajaí, SC","Vieira, Rafaela"
"Produtividade e eficiência no setor agropecuário do nordeste brasileiro","Araujo, Jair Andrade"
"Produtividade e eficiência no setor agropecuário do nordeste brasileiro","Mancal, Ansu"
"A pesquisa na área econômica sobre meio ambiente no Brasil: um estudo sobre a produção dos Programas de Pós-graduação Stricto Sensu da área de Economia de 2007 a 2012","Oliveira, Valdineia Ribeiro de"
"A pesquisa na área econômica sobre meio ambiente no Brasil: um estudo sobre a produção dos Programas de Pós-graduação Stricto Sensu da área de Economia de 2007 a 2012","Fernandes, Valdir"
"A pesquisa na área econômica sobre meio ambiente no Brasil: um estudo sobre a produção dos Programas de Pós-graduação Stricto Sensu da área de Economia de 2007 a 2012","Silva, Christian Luiz da"
"Políticas públicas municipais e economia solidária","Alcântara, Fernanda Henrique Cupertino"
"Economia Solidária e Design Social: iniciativas sustentáveis com resíduos vegetais para produção artesanal","Mourão, Nadja Maria"
"Economia Solidária e Design Social: iniciativas sustentáveis com resíduos vegetais para produção artesanal","Engler, Rita de Castro"
"Pantanal Mato-Grossense: considerações sobre a proteção constitucional para um desenvolvimento econômico sustentável","Ferreira, Adriany Barros de Britto"
"Valoração econômica de uma unidade de conservação urbana, Cuiabá, Mato Grosso","Nascimento, Stéphanie Thayssa Mattos Fontes"
"Valoração econômica de uma unidade de conservação urbana, Cuiabá, Mato Grosso","Ribeiro, Edilene Silva"
"Valoração econômica de uma unidade de conservação urbana, Cuiabá, Mato Grosso","Sousa, Roberto Antônio Ticle de Melo e"
"Avicultura familiar como alternativa de desenvolvimento sustentável em comunidades ribeirinhas do Amazonas","Cruz, Frank George Guimarães"
"Avicultura familiar como alternativa de desenvolvimento sustentável em comunidades ribeirinhas do Amazonas","Chagas, Ewerton Oliveira das"
"Avicultura familiar como alternativa de desenvolvimento sustentável em comunidades ribeirinhas do Amazonas","Botelho, Thyago Raphael Pinheiro"
"Impactos dos royalties do petróleo nos indicadores de desenvolvimento dos municípios do Espírito Santo","Caçador, Sávio Bertochi"
"Impactos dos royalties do petróleo nos indicadores de desenvolvimento dos municípios do Espírito Santo","Monte, Edson Zambon"
"Sistema Integrado de Inovação Tecnológica Social: programa de incubação de empreendimentos econômicos solidários EIT-UFMT","Arakaki, Andréa Haruko"
"Sistema Integrado de Inovação Tecnológica Social: programa de incubação de empreendimentos econômicos solidários EIT-UFMT","Priante Filho, Nicolau"
"Sistema Integrado de Inovação Tecnológica Social: programa de incubação de empreendimentos econômicos solidários EIT-UFMT","Sampaio Neto, Oscar Zalla"
"Sistema Integrado de Inovação Tecnológica Social: programa de incubação de empreendimentos econômicos solidários EIT-UFMT","Figueiredo, Josiel Maimone de"
"Sistema Integrado de Inovação Tecnológica Social: programa de incubação de empreendimentos econômicos solidários EIT-UFMT","Luconi, Wilson"
"Sistema Integrado de Inovação Tecnológica Social: programa de incubação de empreendimentos econômicos solidários EIT-UFMT","Paese, Joel"
"Capital humano e crescimento econômico","Viana, Giomar"
"Capital humano e crescimento econômico","Lima, Jandir Ferrera de"
"Desenvolvimento local e agricultura familiar: o caso da produção de açúcar mascavo em Capanema - Paraná","Tomasetto, Mariza Zeni de Castro"
"Desenvolvimento local e agricultura familiar: o caso da produção de açúcar mascavo em Capanema - Paraná","Lima, Jandir Ferrera de"
"Desenvolvimento local e agricultura familiar: o caso da produção de açúcar mascavo em Capanema - Paraná","Shikida, Pery Francisco Assis"
"Desenvolvimento local, empreendedorismo e capital social: o caso de Terra Roxa no estado do Paraná","Willers, Ednilse Maria"
"Desenvolvimento local, empreendedorismo e capital social: o caso de Terra Roxa no estado do Paraná","Lima, Jandir Ferrera de"
"Desenvolvimento local, empreendedorismo e capital social: o caso de Terra Roxa no estado do Paraná","Staduto, Jefferson Andronio Ramundo"
"Desenvolvimento local em Guaíra-PR: impasses e alternativas","Silva, José Flávio Marques da"
"Desenvolvimento local em Guaíra-PR: impasses e alternativas","Tondo, Isabel de Souza Pereira"
"Desenvolvimento local em Guaíra-PR: impasses e alternativas","Lima, Jandir Ferrera de"
"Gestão do desenvolvimento econômico local: algumas considerações","Vitte, Claudete de Castro Silva"
"Dinâmica do capital e sistemas locais de saúde: em busca de uma análise integradora do setor saúde","Andreazzi, Maria de Fátima Siliansky de"
"Dinâmica do capital e sistemas locais de saúde: em busca de uma análise integradora do setor saúde","Andreazzi, Marco Antonio Ratzsch de"
"Dinâmica do capital e sistemas locais de saúde: em busca de uma análise integradora do setor saúde","Carvalho, Diana Maul de"
"Dinâmica do capital e sistemas locais de saúde: em busca de uma análise integradora do setor saúde","Andreazzi, Maria de Fátima Siliansky de"
"Dinâmica do capital e sistemas locais de saúde: em busca de uma análise integradora do setor saúde","Andreazzi, Marco Antonio Ratzsch de"
"Dinâmica do capital e sistemas locais de saúde: em busca de uma análise integradora do setor saúde","Carvalho, Diana Maul de"
"Modelos econométricos de estimativa da força de trabalho: uma revisão integrativa da literatura","Vianna, Cid Manso de Mello"
"Modelos econométricos de estimativa da força de trabalho: uma revisão integrativa da literatura","Pierantoni, Celia Regina"
"Modelos econométricos de estimativa da força de trabalho: uma revisão integrativa da literatura","França, Tania Cristina"
"Modelos econométricos de estimativa da força de trabalho: uma revisão integrativa da literatura","Magnago, Carinne"
"Modelos econométricos de estimativa da força de trabalho: uma revisão integrativa da literatura","Rodrigues, Marcus Paulo da Silva"
"Modelos econométricos de estimativa da força de trabalho: uma revisão integrativa da literatura","Morici, Marina Campos"
"Complexo médico-industrial/financeiro: os lados epistemológico e axiológico da balança","Mendonça, André Luis Oliveira"
"Complexo médico-industrial/financeiro: os lados epistemológico e axiológico da balança","Camargo Jr, Kenneth Rochel"
"Aspectos clínicos e socioeconômicos das dislipidemias em portadores de doenças cardiovasculares","Cardoso, Ana Paula Zambuzi"
"Aspectos clínicos e socioeconômicos das dislipidemias em portadores de doenças cardiovasculares","Nogueira, Maria Suely"
"Aspectos clínicos e socioeconômicos das dislipidemias em portadores de doenças cardiovasculares","Hayashida, Miyeko"
"Aspectos clínicos e socioeconômicos das dislipidemias em portadores de doenças cardiovasculares","Souza, Luiz de"
"Aspectos clínicos e socioeconômicos das dislipidemias em portadores de doenças cardiovasculares","Cesarino, Evandro José"
"É economicamente viável regionalizar a atuação de um hospital público de médio porte?","Souza, Paulo César de"
"É economicamente viável regionalizar a atuação de um hospital público de médio porte?","Scatena, João Henrique G."
"Associação do status socioeconômico com obesidade","Vieira, Ana CarolinaReiff e"
"Associação do status socioeconômico com obesidade","Sichieri, Rosely"
"Perspectivas da investigação sobre determinantes sociais em câncer","Wünsch Filho, Victor"
"Perspectivas da investigação sobre determinantes sociais em câncer","Antunes, José Leopoldo Ferreira"
"Perspectivas da investigação sobre determinantes sociais em câncer","Boing, Antonio Fernando"
"Perspectivas da investigação sobre determinantes sociais em câncer","Lorenzi, Ricardo Luiz"
"Renúncia de arrecadação fiscal: subsídios para discussão e formulação de uma política pública","Andreazzi, Maria de Fátima Siliansky de"
"Renúncia de arrecadação fiscal: subsídios para discussão e formulação de uma política pública","Ocké-Reis, Carlos Octávio"
"A economia do gozo e os impasses da justiça. Uma leitura psicanalítica da justiça","Birman, Joel"
"A economia do gozo e os impasses da justiça. Uma leitura psicanalítica da justiça","Birman, Joel"
"POSSIBILIDADES PARA A PSICOLOGIA NA ECONOMIA SOLIDÁRIA: ATUAÇÃO NUMA ITCP","Santos, Joelma Cristina"
"POSSIBILIDADES PARA A PSICOLOGIA NA ECONOMIA SOLIDÁRIA: ATUAÇÃO NUMA ITCP","Oliveira, Benedito Anselmo Martins de"
"SAÚDE MENTAL E ECONOMIA SOLIDÁRIA: CARTOGRAFIAS DO SEU DISCURSO POLÍTICO","Santiago, Eneida"
"SAÚDE MENTAL E ECONOMIA SOLIDÁRIA: CARTOGRAFIAS DO SEU DISCURSO POLÍTICO","Yasui, Silvio"
"Compreensão econômica de estudantes entre 10 e 15 anos","Bessa, Sonia"
"Compreensão econômica de estudantes entre 10 e 15 anos","Fermiano, Maria Belintane"
"Compreensão econômica de estudantes entre 10 e 15 anos","Coria, Marianela Denegri"
"Compreensão econômica de estudantes entre 10 e 15 anos","Bessa, Sonia"
"Compreensão econômica de estudantes entre 10 e 15 anos","Fermiano, Maria Belintane"
"Compreensão econômica de estudantes entre 10 e 15 anos","Coria, Marianela Denegri"
"Relações entre autogestão e cidadania: o papel da participação em uma cooperativa na construção da identidade de cidadão","Petersen, Fernando"
"Relações entre autogestão e cidadania: o papel da participação em uma cooperativa na construção da identidade de cidadão","Souza, Thiago Galdino de"
"Relações entre autogestão e cidadania: o papel da participação em uma cooperativa na construção da identidade de cidadão","Lopes, Andréia de Araripe"
"Sequestro extorsivo econômico: significados construídos por um casal sobreviviente","Chalé, Hugo Alberto Yam"
"Sequestro extorsivo econômico: significados construídos por um casal sobreviviente","Ruiz, Patricia Trujano"
"Trabalho e política no cotidiano da autogestão: a rede Justatrama","Andrada, Cris Fernández"
"Trabalho e política no cotidiano da autogestão: a rede Justatrama","Sato, Leny"
"O talento jovem, a internet e o mercado de trabalho da ""economia criativa""","Nicolaci-da-Costa, Ana Maria"
"Os sentidos do cooperativismo de trabalho: as cooperativas de mão-de-obra à luz da vivência dos trabalhadores","Oliveira, Fábio de"
"Saúde mental e economia solidária: análise das relações de trabalho em uma cooperativa de confecção de Porto Alegre","Barfknecht, Kátia Salete"
"Saúde mental e economia solidária: análise das relações de trabalho em uma cooperativa de confecção de Porto Alegre","Merlo, Álvaro Roberto Crespo"
"Saúde mental e economia solidária: análise das relações de trabalho em uma cooperativa de confecção de Porto Alegre","Nardi, Henrique Caetano"
"Novos caminhos, cooperação e solidariedade: a Psicologia em empreendimentos solidários","Coutinho, Maria Chalfin"
"Novos caminhos, cooperação e solidariedade: a Psicologia em empreendimentos solidários","Beiras, Adriano"
"Novos caminhos, cooperação e solidariedade: a Psicologia em empreendimentos solidários","Picinin, Dhiancarlos"
"Novos caminhos, cooperação e solidariedade: a Psicologia em empreendimentos solidários","Lückmann, Gabriel Luiz"
"Possibilidades solidárias e emancipatórias do trabalho: campo fértil para a prática da psicologia social crítica","Veronese, Marília Veríssimo"
"Possibilidades solidárias e emancipatórias do trabalho: campo fértil para a prática da psicologia social crítica","Guareschi, Pedrinho"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","Coria, Marianela Denegri"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","Tapia, Mireya Palavecinos"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","Fuentealba, René Gempp"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","Costa, Cristina Caprile"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","Coria, Marianela Denegri"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","Tapia, Mireya Palavecinos"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","Fuentealba, René Gempp"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","Costa, Cristina Caprile"
"Psicologia e cooperetivismo solidário: possíveis (des)encontros","Favero, Eveline"
