"title","ref"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Chang, K"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Fukuda, Y"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Nakamura, K"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Takano, T"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Taylor, R"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Page, A"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Morrell, S"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Harrison, J"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Carter, G"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Rezaeian, M"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Dunn, G"
"Estudo ecológico sobre suicídio e homicídio no Brasil","St Leger, S"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Appleby, L"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Maki, N"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Martikainen, P"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Maki, NE"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Martikainen, PT"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Batista, LE"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Escuder, MM"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Pereira, JC"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Kilsztajn, S"
"Estudo ecológico sobre suicídio e homicídio no Brasil","do Carmo, MS"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Sugahara, GT"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Lopes Ede, S"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Hennington, ÉA"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Meneghel, SN"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Barros, FdS"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Silva, LB"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Grano, MS"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Siqueira, TP"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Stefenon, C"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Lima, ML"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Ximenes, RAA"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Souza, ER"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Luna, CF"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Albuquerque, MFPM"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Macedo, AC"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Paim, JS"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Silva, LM"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Costa Md Mda, C"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Gawryszewski, VP"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Costa, LS"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Santos, SM"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Barcellos, C"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Carvalho, MS"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Flores, R"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Bastos, MJRP"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Pereira, JA"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Smarzaro, DC"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Costa, EF"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Bossanel, RC"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Oliosa, DM"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Pereira, JG"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Feitosa, HN"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Costa, MF"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Oliveira, FJ"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Fávero, JL"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Maciel, EL"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Minamisava, R"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Nouer, SS"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Neto, OL"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Melo, LK"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Andrade, AL"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Ruotti, C"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Freitas, TV"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Almeida, JF"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Peres, MF"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Hsieh, CC"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Pugh, MD"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Briceno-Leon, R"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Villaveces, A"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Concha-Eastman, A"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Briceno-Leon, R"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Pridemore, WA"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Kim, SW"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Kim, SW"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Pridemore, WA"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Kaplan, GA"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Pamuk, ER"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Lynch, JW"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Cohen, RD"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Balfour, JL"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Cubbin, C"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Pickle, LW"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Fingerhut, L"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Kennedy, BP"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Kawachi, I"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Prothrow-Stith, D"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Elgar, FJ"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Aitken, N"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Messner, SF"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Raffalovich, LE"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Sutton, GM"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Bertolote, JM"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Botega, N"
"Estudo ecológico sobre suicídio e homicídio no Brasil","de Leo, D"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Alazraqui, M"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Spinelli, H"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Zunino, MG"
"Estudo ecológico sobre suicídio e homicídio no Brasil","Souza, ERd"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Custódio, MB"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Yuba, TY"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Cyrillo, DC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Recine, E"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Vasconcellos, AB"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Rose, DD"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Sichieri, R"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Moura, EC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Souza, LM"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Malta, DC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Dimech, CPN"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Moura, L"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Silva Júnior, JB"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Babbie, E"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Maluf, RS"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Barbosa, JM"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Cabral, PC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Lira, PIC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Florêncio, TMMT"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Levy, RB"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Claro, RM"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Mondini, Le"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Sichieri, R"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Monteiro, CA"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Sá, NNB"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Moura, EC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","St-Onge, MP"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Gallagher, D"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Pinho, CPS"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Diniz, AS"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Arruda, IKG"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Lira, PIC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Sequeira, LAS"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Gonçalves, FCLSP"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Filho, MB"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Moraes, AS"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Humberto, JSM"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Freitas, ICM"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Holanda, LGM"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Martins, MCC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Filho, MDS"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Carvalho, CMRG"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Assis, RC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Leal, LMM"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Costa, EM"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Coelho, MSPH"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Assis, MAA"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Moura, EC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Sá, NNB"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Moura, EC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Sobal, J"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Rauschenbach, B"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Frongillo, EA"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Iser, BPM"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Claro, RM"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Catarina, M"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Malta, DC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Morais Neto, OL"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Vedana, EHB"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Peres, MA"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Neves, J"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Rocha, GC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Longo, GZ"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Malta, DC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Moura, EC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Neto, OLM"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Jaime, PC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Monteiro, CA"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Sobrinho, FM"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Silva, YC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Abreu, MNS"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Pereira, SCL"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Dias -Júnior, CS"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Gigante, DP"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Minten, GC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Horta, BL"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Barros, FC"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Victora, G"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Sá-Silva, SP"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Sandre-Pereira, G"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Salles-Costa, R"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Peixoto, MR"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Benício, MH"
"Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Jardim, PC"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Martins, MCC"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Souza Filho, MD"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Moura, FS"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Carvalho, JSR"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Müller, MC"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Neves, RV"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Mousinho, PC"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Lima, IP"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Carneiro, MFG"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Guerra Junior, AA"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Acurcio, FA"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Nappo, SA"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Tabach, R"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Noto, AR"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Galduróz, JCF"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Carlini, EA"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Nappo, AS"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Oliveira, EM"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Morosini, S"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Mota, DM"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Silva -Júnior, GG"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Lima, MS"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Béria, JU"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Tomasi, E"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Mari, JJ"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Carlini, EA"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Noto, AR"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Nappo, AS"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Sanchez, ZM"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Franco, VLS"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Silva, LCF"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Santos, VE"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Alves, DC"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Martins, ELM"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Amaral, MPH"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Ferreira, MBC"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Mendonça, AE"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Pereira, MCS"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Pereira, DC"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Ribeiro, PM"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Brumano, LP"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Cawley, J"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Rizzo, JA"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Kang, JG"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Park, C"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Mota, DM"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Silva, MGC"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Sudo, EC"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Ortun, V"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Hay, JW"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Hsiao, C"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Lessa, I"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Schmidt, MI"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Duncan, BB"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Silva, GA"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Menezes, AM"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Monteiro, CA"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Barreto, SM"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Chor, D"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Menezes, PR"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Sichieri, R"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Nascimento, S"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Coutinho, W"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Khan, LK"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Serdula, MK"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Bowman, BA"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Williamson, DF"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Stacey, J"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Edwards, M"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Vizuet, JAP"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","González, JAM"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Brownson, RC"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Fielding, JE"
"Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Maylahn, CM"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Robinson, M"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Castro, J"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Takagi, M"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Silva, JG"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Grossi, M"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Pessanha, LDR"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Kepple, AW"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Segall-Corrêa, AM"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Panigassi, G"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Segall-Corrêa, AM"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Pérez-Escamilla, R"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Maranha, LK"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Sampaio, MFA"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Yuyama, L"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Alencar, F"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Vianna, RPT"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Vieira, ACF"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Coitinho, D"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Schmitz, BS"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Leão, MM"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Gubert, M"
"Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Fávaro, T"
