"title","keyword"
"Valoração econômica de uma unidade de conservação urbana, Cuiabá, Mato Grosso","Custo de viagem"
"Valoração econômica de uma unidade de conservação urbana, Cuiabá, Mato Grosso","Valoração contingente"
"Valoração econômica de uma unidade de conservação urbana, Cuiabá, Mato Grosso","Valoração econômica ambiental"
"Avicultura familiar como alternativa de desenvolvimento sustentável em comunidades ribeirinhas do Amazonas","Desenvolvimento rural"
"Avicultura familiar como alternativa de desenvolvimento sustentável em comunidades ribeirinhas do Amazonas","Alternativa econômica"
"Avicultura familiar como alternativa de desenvolvimento sustentável em comunidades ribeirinhas do Amazonas","Fonte alimentar"
"Impactos dos royalties do petróleo nos indicadores de desenvolvimento dos municípios do Espírito Santo","Royalties do petróleo"
"Impactos dos royalties do petróleo nos indicadores de desenvolvimento dos municípios do Espírito Santo","Desenvolvimento econômico local"
"Impactos dos royalties do petróleo nos indicadores de desenvolvimento dos municípios do Espírito Santo","Estado do Espírito Santo"
"Sistema Integrado de Inovação Tecnológica Social: programa de incubação de empreendimentos econômicos solidários EIT-UFMT","Tecnologia social"
"Sistema Integrado de Inovação Tecnológica Social: programa de incubação de empreendimentos econômicos solidários EIT-UFMT","Economia solidária"
"Sistema Integrado de Inovação Tecnológica Social: programa de incubação de empreendimentos econômicos solidários EIT-UFMT","Incubação"
"Capital humano e crescimento econômico","Capital humano"
"Capital humano e crescimento econômico","Desenvolvimento econômico"
"Capital humano e crescimento econômico","Educação"
"Desenvolvimento local e agricultura familiar: o caso da produção de açúcar mascavo em Capanema - Paraná","Economia agrícola"
"Desenvolvimento local e agricultura familiar: o caso da produção de açúcar mascavo em Capanema - Paraná","Agricultura familiar"
"Desenvolvimento local e agricultura familiar: o caso da produção de açúcar mascavo em Capanema - Paraná","Desenvolvimento local"
"Desenvolvimento local, empreendedorismo e capital social: o caso de Terra Roxa no estado do Paraná","Desenvolvimento local"
"Desenvolvimento local, empreendedorismo e capital social: o caso de Terra Roxa no estado do Paraná","Capital social"
"Desenvolvimento local, empreendedorismo e capital social: o caso de Terra Roxa no estado do Paraná","Economia urbana"
"Desenvolvimento local em Guaíra-PR: impasses e alternativas","desenvolvimento local"
"Desenvolvimento local em Guaíra-PR: impasses e alternativas","desemprego"
"Desenvolvimento local em Guaíra-PR: impasses e alternativas","economia urbana"
"Gestão do desenvolvimento econômico local: algumas considerações","Gestão do desenvolvimento econômico local"
"Gestão do desenvolvimento econômico local: algumas considerações","município"
"Gestão do desenvolvimento econômico local: algumas considerações","território"
"Dinâmica do capital e sistemas locais de saúde: em busca de uma análise integradora do setor saúde","serviços de saúde"
"Dinâmica do capital e sistemas locais de saúde: em busca de uma análise integradora do setor saúde","economia da saúde"
"Dinâmica do capital e sistemas locais de saúde: em busca de uma análise integradora do setor saúde","setor de assistência à saúde"
"Dinâmica do capital e sistemas locais de saúde: em busca de uma análise integradora do setor saúde","instituições privadas de saúde"
"Dinâmica do capital e sistemas locais de saúde: em busca de uma análise integradora do setor saúde","SUS"
"Dinâmica do capital e sistemas locais de saúde: em busca de uma análise integradora do setor saúde","serviços de saúde"
"Dinâmica do capital e sistemas locais de saúde: em busca de uma análise integradora do setor saúde","economia da saúde"
"Dinâmica do capital e sistemas locais de saúde: em busca de uma análise integradora do setor saúde","setor de assistência à saúde"
"Dinâmica do capital e sistemas locais de saúde: em busca de uma análise integradora do setor saúde","instituições privadas de saúde"
"Dinâmica do capital e sistemas locais de saúde: em busca de uma análise integradora do setor saúde","SUS"
"Modelos econométricos de estimativa da força de trabalho: uma revisão integrativa da literatura","recursos humanos em saúde"
"Modelos econométricos de estimativa da força de trabalho: uma revisão integrativa da literatura","força de trabalho"
"Modelos econométricos de estimativa da força de trabalho: uma revisão integrativa da literatura","modelos econométricos"
"Modelos econométricos de estimativa da força de trabalho: uma revisão integrativa da literatura","necessidades e demandas de serviços de saúde"
"Modelos econométricos de estimativa da força de trabalho: uma revisão integrativa da literatura","técnicas de estimativa"
"Complexo médico-industrial/financeiro: os lados epistemológico e axiológico da balança","complexo médico-industrial"
"Complexo médico-industrial/financeiro: os lados epistemológico e axiológico da balança","complexo médico-financeiro"
"Complexo médico-industrial/financeiro: os lados epistemológico e axiológico da balança","interesses econômicos"
"Complexo médico-industrial/financeiro: os lados epistemológico e axiológico da balança","valores sociais"
"Complexo médico-industrial/financeiro: os lados epistemológico e axiológico da balança","epistemologia"
"Complexo médico-industrial/financeiro: os lados epistemológico e axiológico da balança","axiologia"
"Complexo médico-industrial/financeiro: os lados epistemológico e axiológico da balança","science studies"
"Aspectos clínicos e socioeconômicos das dislipidemias em portadores de doenças cardiovasculares","doenças cardiovasculares"
"Aspectos clínicos e socioeconômicos das dislipidemias em portadores de doenças cardiovasculares","dislipidemias"
"Aspectos clínicos e socioeconômicos das dislipidemias em portadores de doenças cardiovasculares","estatinas"
"Aspectos clínicos e socioeconômicos das dislipidemias em portadores de doenças cardiovasculares","economia em saúde"
"É economicamente viável regionalizar a atuação de um hospital público de médio porte?","Avaliação econômica"
"É economicamente viável regionalizar a atuação de um hospital público de médio porte?","custos hospitalares"
"É economicamente viável regionalizar a atuação de um hospital público de médio porte?","gestão hospitalar"
"Associação do status socioeconômico com obesidade","status socioeconômico"
"Associação do status socioeconômico com obesidade","obesidade"
"Associação do status socioeconômico com obesidade","consumo alimentar"
"Perspectivas da investigação sobre determinantes sociais em câncer","câncer"
"Perspectivas da investigação sobre determinantes sociais em câncer","condições socioeconômicas"
"Perspectivas da investigação sobre determinantes sociais em câncer","desigualdades em saúde"
"Renúncia de arrecadação fiscal: subsídios para discussão e formulação de uma política pública","renúncia fiscal"
"Renúncia de arrecadação fiscal: subsídios para discussão e formulação de uma política pública","financiamento"
"Renúncia de arrecadação fiscal: subsídios para discussão e formulação de uma política pública","economia política da saúde"
"Renúncia de arrecadação fiscal: subsídios para discussão e formulação de uma política pública","política de saúde"
"A economia do gozo e os impasses da justiça. Uma leitura psicanalítica da justiça","Justiça"
"A economia do gozo e os impasses da justiça. Uma leitura psicanalítica da justiça","psicanálise"
"A economia do gozo e os impasses da justiça. Uma leitura psicanalítica da justiça","justiça brasileira"
"A economia do gozo e os impasses da justiça. Uma leitura psicanalítica da justiça","violência"
"A economia do gozo e os impasses da justiça. Uma leitura psicanalítica da justiça","poder"
"A economia do gozo e os impasses da justiça. Uma leitura psicanalítica da justiça","economia psíquica"
"A economia do gozo e os impasses da justiça. Uma leitura psicanalítica da justiça","economia política"
"A economia do gozo e os impasses da justiça. Uma leitura psicanalítica da justiça","Justiça"
"A economia do gozo e os impasses da justiça. Uma leitura psicanalítica da justiça","psicanálise"
"A economia do gozo e os impasses da justiça. Uma leitura psicanalítica da justiça","justiça brasileira"
"A economia do gozo e os impasses da justiça. Uma leitura psicanalítica da justiça","violência"
"A economia do gozo e os impasses da justiça. Uma leitura psicanalítica da justiça","poder"
"A economia do gozo e os impasses da justiça. Uma leitura psicanalítica da justiça","economia psíquica"
"A economia do gozo e os impasses da justiça. Uma leitura psicanalítica da justiça","economia política"
"POSSIBILIDADES PARA A PSICOLOGIA NA ECONOMIA SOLIDÁRIA: ATUAÇÃO NUMA ITCP","economia solidária"
"POSSIBILIDADES PARA A PSICOLOGIA NA ECONOMIA SOLIDÁRIA: ATUAÇÃO NUMA ITCP","extensão universitária, psicologia do trabalho"
"POSSIBILIDADES PARA A PSICOLOGIA NA ECONOMIA SOLIDÁRIA: ATUAÇÃO NUMA ITCP","psicologia comunitária"
"SAÚDE MENTAL E ECONOMIA SOLIDÁRIA: CARTOGRAFIAS DO SEU DISCURSO POLÍTICO","saúde mental"
"SAÚDE MENTAL E ECONOMIA SOLIDÁRIA: CARTOGRAFIAS DO SEU DISCURSO POLÍTICO","política pública, economia solidária"
"SAÚDE MENTAL E ECONOMIA SOLIDÁRIA: CARTOGRAFIAS DO SEU DISCURSO POLÍTICO","saúde coletiva"
"Compreensão econômica de estudantes entre 10 e 15 anos","socialização econômica"
"Compreensão econômica de estudantes entre 10 e 15 anos","alfabetização econômica"
"Compreensão econômica de estudantes entre 10 e 15 anos","conhecimento social"
"Compreensão econômica de estudantes entre 10 e 15 anos","socialização econômica"
"Compreensão econômica de estudantes entre 10 e 15 anos","alfabetização econômica"
"Compreensão econômica de estudantes entre 10 e 15 anos","conhecimento social"
"Relações entre autogestão e cidadania: o papel da participação em uma cooperativa na construção da identidade de cidadão","Autogestão"
"Relações entre autogestão e cidadania: o papel da participação em uma cooperativa na construção da identidade de cidadão","cidadania"
"Relações entre autogestão e cidadania: o papel da participação em uma cooperativa na construção da identidade de cidadão","identidade"
"Relações entre autogestão e cidadania: o papel da participação em uma cooperativa na construção da identidade de cidadão","economia solidária"
"Sequestro extorsivo econômico: significados construídos por um casal sobreviviente","sequestro extorsivo econômico"
"Sequestro extorsivo econômico: significados construídos por um casal sobreviviente","construcionismo social"
"Sequestro extorsivo econômico: significados construídos por um casal sobreviviente","estudo de caso"
"Sequestro extorsivo econômico: significados construídos por um casal sobreviviente","análise de conteúdo"
"Trabalho e política no cotidiano da autogestão: a rede Justatrama","psicologia social"
"Trabalho e política no cotidiano da autogestão: a rede Justatrama","trabalho"
"Trabalho e política no cotidiano da autogestão: a rede Justatrama","cotidiano"
"Trabalho e política no cotidiano da autogestão: a rede Justatrama","autogestão"
"Trabalho e política no cotidiano da autogestão: a rede Justatrama","economia solidária"
"Trabalho e política no cotidiano da autogestão: a rede Justatrama","práticas sociais"
"O talento jovem, a internet e o mercado de trabalho da ""economia criativa""","jovens"
"O talento jovem, a internet e o mercado de trabalho da ""economia criativa""","sucesso"
"O talento jovem, a internet e o mercado de trabalho da ""economia criativa""","economia criativa"
"O talento jovem, a internet e o mercado de trabalho da ""economia criativa""","Internet"
"O talento jovem, a internet e o mercado de trabalho da ""economia criativa""","profissionalização"
"Os sentidos do cooperativismo de trabalho: as cooperativas de mão-de-obra à luz da vivência dos trabalhadores","psicologia social"
"Os sentidos do cooperativismo de trabalho: as cooperativas de mão-de-obra à luz da vivência dos trabalhadores","cooperativismo"
"Os sentidos do cooperativismo de trabalho: as cooperativas de mão-de-obra à luz da vivência dos trabalhadores","produção de sentidos"
"Os sentidos do cooperativismo de trabalho: as cooperativas de mão-de-obra à luz da vivência dos trabalhadores","relações de trabalho"
"Os sentidos do cooperativismo de trabalho: as cooperativas de mão-de-obra à luz da vivência dos trabalhadores","autogestão; economia solidária"
"Saúde mental e economia solidária: análise das relações de trabalho em uma cooperativa de confecção de Porto Alegre","trabalho"
"Saúde mental e economia solidária: análise das relações de trabalho em uma cooperativa de confecção de Porto Alegre","saúde mental"
"Saúde mental e economia solidária: análise das relações de trabalho em uma cooperativa de confecção de Porto Alegre","economia solidária"
"Novos caminhos, cooperação e solidariedade: a Psicologia em empreendimentos solidários","Economia solidária"
"Novos caminhos, cooperação e solidariedade: a Psicologia em empreendimentos solidários","cooperativismo"
"Novos caminhos, cooperação e solidariedade: a Psicologia em empreendimentos solidários","psicologia social do trabalho"
"Possibilidades solidárias e emancipatórias do trabalho: campo fértil para a prática da psicologia social crítica","Economia solidária"
"Possibilidades solidárias e emancipatórias do trabalho: campo fértil para a prática da psicologia social crítica","psicologia social"
"Possibilidades solidárias e emancipatórias do trabalho: campo fértil para a prática da psicologia social crítica","subjetividade"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","Família"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","Socialização econômica"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","Alfabetização econômica"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","estratégias de socialização"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","práticas de consumo"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","Família"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","Socialização econômica"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","Alfabetização econômica"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","estratégias de socialização"
"Socialização econômica em famílias chilenas de classe média: educando cidadãos ou consumidores?","práticas de consumo"
"Psicologia e cooperetivismo solidário: possíveis (des)encontros","Cooperativismo"
"Psicologia e cooperetivismo solidário: possíveis (des)encontros","Psicologia Comunitária"
"Psicologia e cooperetivismo solidário: possíveis (des)encontros","Economia Solidária"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","Segmentação de mercado"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","classe socioeconômica"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","status socioeconômico"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","classificadores socioeconômicos"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","mercados emergentes"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","Segmentação de mercado"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","classe socioeconômica"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","status socioeconômico"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","classificadores socioeconômicos"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","mercados emergentes"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","Segmentação de mercado"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","classe socioeconômica"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","status socioeconômico"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","classificadores socioeconômicos"
"CRITÉRIOS DE ESTRATIFICAÇÃO E COMPARAÇÃO DE CLASSIFICADORES SOCIOECONÔMICOS NO BRASIL","mercados emergentes"
"Reanalisando a competitividade na indústria do futebol: Diferença acumulada de pontos","Balanço competitivo"
"Reanalisando a competitividade na indústria do futebol: Diferença acumulada de pontos","Campeonato Brasileiro"
"Reanalisando a competitividade na indústria do futebol: Diferença acumulada de pontos","diferença acumulada de pontos"
"Reanalisando a competitividade na indústria do futebol: Diferença acumulada de pontos","futebol profissional"
"Reanalisando a competitividade na indústria do futebol: Diferença acumulada de pontos","economia do esporte"
"Sobre variáveis psicológicas em modelos de application scoring","Psicologia econômica"
"Sobre variáveis psicológicas em modelos de application scoring","análise de crédito"
"Sobre variáveis psicológicas em modelos de application scoring","risco de crédito"
"Sobre variáveis psicológicas em modelos de application scoring","credit scoring"
"Sobre variáveis psicológicas em modelos de application scoring","application scoring"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","Gerenciamento de resultados"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","fatores macroeconômicos"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","crises econômicas"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","mercado de capitais emergente"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","Brasil"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","Gerenciamento de resultados"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","fatores macroeconômicos"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","crises econômicas"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","mercado de capitais emergente"
"Gerenciamento de resultados e crises econômicas no mercado de capitais brasileiro","Brasil"
"DEMONSTRAÇÃO DE RESULTADO ECONÔMICO: PERCEPÇÃO DO COMANDO DA AERONÁUTICA DO BRASIL","Aeronáutica"
"DEMONSTRAÇÃO DE RESULTADO ECONÔMICO: PERCEPÇÃO DO COMANDO DA AERONÁUTICA DO BRASIL","contabilidade pública"
"DEMONSTRAÇÃO DE RESULTADO ECONÔMICO: PERCEPÇÃO DO COMANDO DA AERONÁUTICA DO BRASIL","custo de oportunidade"
"DEMONSTRAÇÃO DE RESULTADO ECONÔMICO: PERCEPÇÃO DO COMANDO DA AERONÁUTICA DO BRASIL","resultado econômico"
"DEMONSTRAÇÃO DE RESULTADO ECONÔMICO: PERCEPÇÃO DO COMANDO DA AERONÁUTICA DO BRASIL","subsistência"
"Influência da conexão política na diversificação dos grupos empresariais brasileiros","Grupos empresariais"
"Influência da conexão política na diversificação dos grupos empresariais brasileiros","economia política"
"Influência da conexão política na diversificação dos grupos empresariais brasileiros","diversificação"
"Influência da conexão política na diversificação dos grupos empresariais brasileiros","conexões políticas"
"Competitividade das nações: análise da métrica utilizada pelo World Economic Forum","Pilares da competitividade"
"Competitividade das nações: análise da métrica utilizada pelo World Economic Forum","World Economic Forum"
"Competitividade das nações: análise da métrica utilizada pelo World Economic Forum","métricas de competitividade"
"Competitividade das nações: análise da métrica utilizada pelo World Economic Forum","competitividade nacional"
"Competitividade das nações: análise da métrica utilizada pelo World Economic Forum","base da inovação"
"(Des)fetichização do produtivismo acadêmico: desafios para o trabalhador-pesquisador","Produtivismo acadêmico"
"(Des)fetichização do produtivismo acadêmico: desafios para o trabalhador-pesquisador","trabalhador-pesquisador"
"(Des)fetichização do produtivismo acadêmico: desafios para o trabalhador-pesquisador","economia"
"(Des)fetichização do produtivismo acadêmico: desafios para o trabalhador-pesquisador","ciências humanas e sociais"
"(Des)fetichização do produtivismo acadêmico: desafios para o trabalhador-pesquisador","história de longa duração"
"(Des)fetichização do produtivismo acadêmico: desafios para o trabalhador-pesquisador","Produtivismo acadêmico"
"(Des)fetichização do produtivismo acadêmico: desafios para o trabalhador-pesquisador","trabalhador-pesquisador"
"(Des)fetichização do produtivismo acadêmico: desafios para o trabalhador-pesquisador","economia"
"(Des)fetichização do produtivismo acadêmico: desafios para o trabalhador-pesquisador","ciências humanas e sociais"
"(Des)fetichização do produtivismo acadêmico: desafios para o trabalhador-pesquisador","história de longa duração"
"Avaliação do impacto regulatório e sua difusão no contexto brasileiro","Avaliação do impacto regulatório"
"Avaliação do impacto regulatório e sua difusão no contexto brasileiro","difusão"
"Avaliação do impacto regulatório e sua difusão no contexto brasileiro","Organização para a Cooperação e Desenvolvimento Econômico (OCDE)"
"Avaliação do impacto regulatório e sua difusão no contexto brasileiro","governo federal"
"Avaliação do impacto regulatório e sua difusão no contexto brasileiro","controle"
"Indústrias criativas: definição, limites e possibilidades","Indústrias criativas"
"Indústrias criativas: definição, limites e possibilidades","Indústrias culturais"
"Indústrias criativas: definição, limites e possibilidades","Economia da cultura"
"Tecnologia da informação e produtividade na indústria brasileira","Tecnologia da informação"
"Tecnologia da informação e produtividade na indústria brasileira","Produtividade"
"Tecnologia da informação e produtividade na indústria brasileira","Indústria"
"Tecnologia da informação e produtividade na indústria brasileira","Trabalho"
"Tecnologia da informação e produtividade na indústria brasileira","Econometria"
"Valor econômico agregado por hospitais universitários públicos","Gestão hospitalar"
"Valor econômico agregado por hospitais universitários públicos","gestão da saúde"
"Valor econômico agregado por hospitais universitários públicos","resultado econômico da saúde"
"Valor econômico agregado por hospitais universitários públicos","valor econômico agregado da saúde"
"Valor econômico agregado por hospitais universitários públicos","bem-estar social da saúde"
"Valor econômico agregado por hospitais universitários públicos","Gestão hospitalar"
"Valor econômico agregado por hospitais universitários públicos","gestão da saúde"
"Valor econômico agregado por hospitais universitários públicos","resultado econômico da saúde"
"Valor econômico agregado por hospitais universitários públicos","valor econômico agregado da saúde"
"Valor econômico agregado por hospitais universitários públicos","bem-estar social da saúde"
"Tensões entre econômico e social: uma proposta de análise à luz da teoria da estruturação","Paradoxos organizacionais"
"Tensões entre econômico e social: uma proposta de análise à luz da teoria da estruturação","estrutura organizacional"
"Tensões entre econômico e social: uma proposta de análise à luz da teoria da estruturação","teoria da estruturação"
"Tensões entre econômico e social: uma proposta de análise à luz da teoria da estruturação","organizações sem fins lucrativos"
"Tensões entre econômico e social: uma proposta de análise à luz da teoria da estruturação","economia social"
"Influência governamental e estratégias institucionais na difusão de inovações em economias emergentes","Inovações"
"Influência governamental e estratégias institucionais na difusão de inovações em economias emergentes","difusão"
"Influência governamental e estratégias institucionais na difusão de inovações em economias emergentes","instituições"
"Influência governamental e estratégias institucionais na difusão de inovações em economias emergentes","economias emergentes"
"Influência governamental e estratégias institucionais na difusão de inovações em economias emergentes","políticas de governo"
"Habilidades sociais no mercado de leite","Mercados"
"Habilidades sociais no mercado de leite","territórios"
"Habilidades sociais no mercado de leite","cooperativas"
"Habilidades sociais no mercado de leite","habilidades sociais"
"Habilidades sociais no mercado de leite","sociologia econômica"
"Dinâmica de mercado e trajetória de produtores em face do sistema de classificação de vinhos","Sociologia econômica"
"Dinâmica de mercado e trajetória de produtores em face do sistema de classificação de vinhos","mercado"
"Dinâmica de mercado e trajetória de produtores em face do sistema de classificação de vinhos","classificações de origem controlada"
"Dinâmica de mercado e trajetória de produtores em face do sistema de classificação de vinhos","agentes econômicos"
"Dinâmica de mercado e trajetória de produtores em face do sistema de classificação de vinhos","redes sociais"
"Dinâmica de mercado e trajetória de produtores em face do sistema de classificação de vinhos","Sociologia econômica"
"Dinâmica de mercado e trajetória de produtores em face do sistema de classificação de vinhos","mercado"
"Dinâmica de mercado e trajetória de produtores em face do sistema de classificação de vinhos","classificações de origem controlada"
"Dinâmica de mercado e trajetória de produtores em face do sistema de classificação de vinhos","agentes econômicos"
"Dinâmica de mercado e trajetória de produtores em face do sistema de classificação de vinhos","redes sociais"
"Economia e empreendedorismo étnico: balanço histórico da experiência paulista","Economia étnica"
"Economia e empreendedorismo étnico: balanço histórico da experiência paulista","empreendedorismo étnico"
"Economia e empreendedorismo étnico: balanço histórico da experiência paulista","sociologia econômica"
"Economia e empreendedorismo étnico: balanço histórico da experiência paulista","redes"
"Economia e empreendedorismo étnico: balanço histórico da experiência paulista","capital social"
"Economia e empreendedorismo étnico: balanço histórico da experiência paulista","Economia étnica"
"Economia e empreendedorismo étnico: balanço histórico da experiência paulista","empreendedorismo étnico"
"Economia e empreendedorismo étnico: balanço histórico da experiência paulista","sociologia econômica"
"Economia e empreendedorismo étnico: balanço histórico da experiência paulista","redes"
"Economia e empreendedorismo étnico: balanço histórico da experiência paulista","capital social"
"Contribuição da nova sociologia econômica para repensar a economia no sentido do desenvolvimento sustentável","Nova sociologia econômica"
"Contribuição da nova sociologia econômica para repensar a economia no sentido do desenvolvimento sustentável","desenvolvimento sustentável"
"Contribuição da nova sociologia econômica para repensar a economia no sentido do desenvolvimento sustentável","economia"
"Contribuição da nova sociologia econômica para repensar a economia no sentido do desenvolvimento sustentável","sociologia francesa"
"Contribuição da nova sociologia econômica para repensar a economia no sentido do desenvolvimento sustentável","institucionalistas"
"Contribuição da nova sociologia econômica para repensar a economia no sentido do desenvolvimento sustentável","Nova sociologia econômica"
"Contribuição da nova sociologia econômica para repensar a economia no sentido do desenvolvimento sustentável","desenvolvimento sustentável"
"Contribuição da nova sociologia econômica para repensar a economia no sentido do desenvolvimento sustentável","economia"
"Contribuição da nova sociologia econômica para repensar a economia no sentido do desenvolvimento sustentável","sociologia francesa"
"Contribuição da nova sociologia econômica para repensar a economia no sentido do desenvolvimento sustentável","institucionalistas"
"Empresas brasileiras e o desafio da competitividade","Competitividade"
"Empresas brasileiras e o desafio da competitividade","economia em desenvolvimento"
"Empresas brasileiras e o desafio da competitividade","internacionalização"
"Empresas brasileiras e o desafio da competitividade","empresas transnacionais"
"Empresas brasileiras e o desafio da competitividade","incremento de competitividade"
"Teoria das organizações e a nova sociologia econômica: um diálogo interdisciplinar","Teoria das organizações"
"Teoria das organizações e a nova sociologia econômica: um diálogo interdisciplinar","sociologia econômica"
"Teoria das organizações e a nova sociologia econômica: um diálogo interdisciplinar","abordagem interdisciplinar"
"Teoria das organizações e a nova sociologia econômica: um diálogo interdisciplinar","desenvolvimento da teoria das organizações"
"Teoria das organizações e a nova sociologia econômica: um diálogo interdisciplinar","desenvolvimento da sociologia econômica"
"Teoria das organizações e a nova sociologia econômica: um diálogo interdisciplinar","Teoria das organizações"
"Teoria das organizações e a nova sociologia econômica: um diálogo interdisciplinar","sociologia econômica"
"Teoria das organizações e a nova sociologia econômica: um diálogo interdisciplinar","abordagem interdisciplinar"
"Teoria das organizações e a nova sociologia econômica: um diálogo interdisciplinar","desenvolvimento da teoria das organizações"
"Teoria das organizações e a nova sociologia econômica: um diálogo interdisciplinar","desenvolvimento da sociologia econômica"
"O ambiente das díades de canalde marketing: um arcabouço para análises comparativas","Economia política"
"O ambiente das díades de canalde marketing: um arcabouço para análises comparativas","canais de marketing"
"O ambiente das díades de canalde marketing: um arcabouço para análises comparativas","análise comparativa de díades"
"O ambiente das díades de canalde marketing: um arcabouço para análises comparativas","fatores ambientais"
"Previsão da volatilidade no mercado interbancário de câmbio","Volatilidade"
"Previsão da volatilidade no mercado interbancário de câmbio","câmbio"
"Previsão da volatilidade no mercado interbancário de câmbio","risco"
"Previsão da volatilidade no mercado interbancário de câmbio","modelos econométricos"
"A internacionalização das empresas portuguesas: a experiência brasileira","Investimento direto estrangeiro"
"A internacionalização das empresas portuguesas: a experiência brasileira","processo de internacionalização das empresas"
"A internacionalização das empresas portuguesas: a experiência brasileira","economia da língua comum"
"A internacionalização das empresas portuguesas: a experiência brasileira","relações econômicas luso-brasileiras"
"A internacionalização das empresas portuguesas: a experiência brasileira","Investimento direto estrangeiro"
"A internacionalização das empresas portuguesas: a experiência brasileira","processo de internacionalização das empresas"
"A internacionalização das empresas portuguesas: a experiência brasileira","economia da língua comum"
"A internacionalização das empresas portuguesas: a experiência brasileira","relações econômicas luso-brasileiras"
"Unificando a alocação de capital em bancos e seguradoras no Brasil","Alocação de capital"
"Unificando a alocação de capital em bancos e seguradoras no Brasil","capital econômico"
"Unificando a alocação de capital em bancos e seguradoras no Brasil","capital regulamentar"
"Unificando a alocação de capital em bancos e seguradoras no Brasil","gestão de riscos"
"Unificando a alocação de capital em bancos e seguradoras no Brasil","Novo Acordo de Capital da Basiléia"
"Relacionamentos colaborativos em redes de suprimentos","Gestão da cadeia de suprimentos"
"Relacionamentos colaborativos em redes de suprimentos","estratégias de segmentação"
"Relacionamentos colaborativos em redes de suprimentos","integração de processos logísticos"
"Relacionamentos colaborativos em redes de suprimentos","competitividade"
"Relacionamentos colaborativos em redes de suprimentos","economias associativas"
"Efeitos fiscais da inflação na análise de projetos","Engenharia Econômica"
"Efeitos fiscais da inflação na análise de projetos","inflação"
"Efeitos fiscais da inflação na análise de projetos","incerteza"
"Efeitos fiscais da inflação na análise de projetos","imposto de renda"
"Efeitos fiscais da inflação na análise de projetos","depreciação"
"Medindo o capital intelectual","Capital Intelectual"
"Medindo o capital intelectual","Estratégia Empresarial"
"Medindo o capital intelectual","ativos intangíveis"
"Medindo o capital intelectual","avaliação de desempenho"
"Medindo o capital intelectual","economia do conhecimento"
"Alocação de recursos financeiros em projetos de risco na exploração de petróleo","Avaliação econômica de projetos"
